,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
7108,18/06/2019,1.2,0.0,0.2,0.0,0.0,-39.43,-52.72,-312.47,21.55,19.4,20.15,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7109,19/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.44,21.15,19.5,20.6,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7110,20/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.41,21.1,19.6,19.7,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7111,21/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.37,21.7,18.65,19.5,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7112,22/06/2019,0.2,0.0,0.0,0.0,0.2,-39.43,-52.72,-312.36,22.0,19.85,19.55,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7113,23/06/2019,0.0,0.0,0.0,0.0,0.2,-39.43,-52.72,-312.33,20.2,19.7,19.3,-0.312257692,-2.450719872,-4.956382222,-18.31052167
7114,24/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.27,21.8,20.6,20.9,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7115,25/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.22,22.8,21.75,22.35,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7116,26/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.19,23.5,22.15,23.05,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7117,27/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.18,25.0,23.55,24.6,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7118,28/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.19,27.4,25.55,26.05,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7119,29/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.16,24.3,23.55,23.55,-0.328692308,-2.579705128,-5.217244444,-19.27423333
7120,30/06/2019,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.12,24.75,21.35,22.55,-0.312257692,-2.450719872,-4.956382222,-18.31052167
7121,01/07/2019,0.0,0.0,0.0,0.0,0.0,-39.42,-52.71,-312.1,24.4,21.9,23.5,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7122,02/07/2019,0.0,0.0,0.0,0.0,0.0,-39.42,-52.71,-312.1,24.9,21.9,23.25,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7123,03/07/2019,0.0,0.0,0.0,0.0,0.0,-39.42,-52.71,-312.08,26.0,22.3,24.15,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7124,04/07/2019,0.0,0.0,0.0,0.0,0.0,-39.42,-52.71,-312.05,23.8,21.05,22.2,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7125,05/07/2019,0.0,0.0,0.0,0.0,0.0,-39.42,-52.71,-312.02,23.95,21.65,22.65,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7126,06/07/2019,0.0,0.0,0.0,0.0,0.0,-39.42,-52.71,-312.02,24.85,22.35,22.45,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7127,07/07/2019,0.0,0.0,0.0,0.0,0.0,-39.41,-52.71,-312.02,23.2,20.7,21.6,-0.289647849,-2.607719355,-4.922344433,-17.76657453
7128,08/07/2019,0.4,1.0,1.8,1.0,0.6,-39.41,-52.71,-311.99,23.9,22.45,22.15,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7129,09/07/2019,0.0,0.0,0.0,0.0,0.0,-39.41,-52.71,-311.97,24.3,22.85,22.8,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7130,10/07/2019,0.0,0.0,0.0,0.0,0.0,-39.41,-52.7,-311.98,19.7,19.4,18.55,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7131,11/07/2019,0.0,3.2,1.0,8.6,1.6,-39.41,-52.7,-311.93,20.4,18.3,18.85,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7132,12/07/2019,0.0,0.0,0.0,0.0,0.0,-39.41,-52.7,-311.9,21.05,19.6,20.0,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7133,13/07/2019,0.0,0.0,0.0,0.0,0.0,-39.4,-52.7,-311.9,20.5,19.65,20.6,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7134,14/07/2019,3.0,3.3,3.4,3.0,0.8,-39.4,-52.7,-311.88,20.05,18.15,18.5,-0.289647849,-2.607719355,-4.922344433,-17.76657453
7135,15/07/2019,1.0,1.2,1.2,1.0,1.4,-39.4,-52.7,-311.88,15.9,16.55,15.0,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7136,16/07/2019,0.2,3.2,1.8,2.8,1.4,-39.4,-52.7,-311.83,17.8,16.35,16.9,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7137,17/07/2019,0.0,0.0,0.0,0.0,0.0,-39.4,-52.7,-311.79,20.9,17.0,18.65,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7138,18/07/2019,0.0,0.0,0.0,0.0,0.0,-39.4,-52.69,-311.77,21.25,18.85,20.05,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7139,19/07/2019,0.0,0.0,0.0,0.0,0.0,-39.4,-52.69,-311.72,21.5,19.5,20.05,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7140,20/07/2019,0.0,0.0,0.0,0.0,0.0,-39.4,-52.69,-311.68,22.65,19.8,21.1,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7141,21/07/2019,0.0,0.8,0.0,2.6,5.6,-39.4,-52.69,-311.64,23.85,20.15,20.7,-0.289647849,-2.607719355,-4.922344433,-17.76657453
7142,22/07/2019,0.0,0.0,0.0,0.0,0.0,-39.4,-52.69,-311.63,25.45,22.35,23.0,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7143,23/07/2019,0.0,0.0,0.0,0.0,0.0,-39.39,-52.69,-311.63,25.7,23.2,23.9,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7144,24/07/2019,0.0,0.0,0.0,0.0,0.0,-39.39,-52.69,-311.63,27.65,23.75,24.0,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7145,25/07/2019,0.0,0.0,0.0,0.0,0.0,-39.39,-52.69,-311.62,27.15,24.2,24.65,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7146,26/07/2019,0.0,0.0,0.0,0.0,0.0,-39.39,-52.69,-311.64,26.2,23.4,24.05,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7147,27/07/2019,0.0,0.0,0.0,0.0,0.0,-39.38,-52.68,-311.69,21.6,20.8,20.3,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7148,28/07/2019,149.6,228.5,143.2,165.2,45.6,-39.35,-52.66,-311.73,15.5,16.55,16.4,-0.289647849,-2.607719355,-4.922344433,-17.76657453
7149,29/07/2019,18.0,11.3,12.0,14.4,6.8,-39.35,-52.66,-311.64,21.1,20.05,19.05,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7150,30/07/2019,0.0,0.0,0.0,0.0,0.0,-39.35,-52.66,-311.57,21.05,19.4,19.85,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7151,31/07/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.66,-311.54,21.7,20.45,20.15,-0.304892473,-2.744967742,-5.181415193,-18.7016574
7152,01/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.66,-311.51,23.7,21.95,21.1,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7153,02/08/2019,1.0,1.0,1.8,1.2,1.0,-39.34,-52.66,-311.52,22.8,20.35,21.0,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7154,03/08/2019,0.0,0.0,0.2,0.0,0.0,-39.34,-52.66,-311.52,20.95,19.75,19.85,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7155,04/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.66,-311.48,22.8,20.0,20.75,-0.317272525,-2.602862625,-5.050629032,-17.89505411
7156,05/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.66,-311.44,22.8,19.85,20.6,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7157,06/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.66,-311.43,23.65,20.3,21.55,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7158,07/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.65,-311.44,23.1,21.7,22.65,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7159,08/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.65,-311.44,23.05,23.2,22.15,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7160,09/08/2019,0.0,0.0,0.0,0.0,0.4,-39.34,-52.65,-311.4,24.05,21.45,22.75,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7161,10/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.65,-311.37,25.7,23.0,23.65,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7162,11/08/2019,0.0,0.0,0.0,0.0,0.0,-39.34,-52.65,-311.36,26.8,23.75,23.9,-0.317272525,-2.602862625,-5.050629032,-17.89505411
7163,12/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-52.65,-311.37,26.95,24.0,24.2,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7164,13/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-52.65,-311.38,25.15,23.25,23.05,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7165,14/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-52.65,-311.37,19.7,19.4,19.15,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7166,15/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-52.65,-311.33,19.15,17.5,18.35,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7167,16/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-52.65,-311.32,19.15,18.15,18.85,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7168,17/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-51.53,-311.29,21.1,19.6,20.35,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7169,18/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-51.53,-311.27,22.1,19.4,20.25,-0.317272525,-2.602862625,-5.050629032,-17.89505411
7170,19/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-51.53,-311.26,23.3,19.95,21.15,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7171,20/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-51.53,-311.24,24.6,21.0,22.2,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7172,21/08/2019,0.0,0.0,0.0,0.0,0.0,-39.33,-51.53,-311.23,24.7,21.65,22.95,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7173,22/08/2019,0.0,0.0,0.0,0.0,0.0,-39.32,-51.53,-311.22,24.15,21.4,22.35,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7174,23/08/2019,0.4,2.2,0.0,0.0,0.0,-39.32,-51.53,-311.21,21.95,20.6,20.25,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7175,24/08/2019,12.8,27.0,18.6,27.6,20.0,-39.32,-51.53,-311.21,20.2,19.95,20.15,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7176,25/08/2019,0.0,0.2,0.0,0.2,0.6,-39.31,-51.53,-311.21,21.7,19.2,20.8,-0.317272525,-2.602862625,-5.050629032,-17.89505411
7177,26/08/2019,0.0,0.0,1.0,0.2,5.6,-39.31,-51.53,-311.2,22.0,20.0,20.6,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7178,27/08/2019,0.0,1.4,4.6,3.0,0.4,-39.31,-51.53,-311.18,22.6,20.5,21.05,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7179,28/08/2019,0.0,0.0,0.0,0.0,0.2,-39.31,-51.53,-311.18,22.2,19.85,20.4,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7180,29/08/2019,0.0,0.0,0.0,0.0,0.0,-39.3,-51.53,-311.17,22.2,20.4,21.35,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7181,30/08/2019,0.0,0.0,0.4,0.2,0.2,-39.3,-51.53,-311.16,23.1,21.5,21.75,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7182,31/08/2019,0.0,0.0,0.0,0.0,0.0,-39.3,-51.53,-311.17,22.75,20.5,21.5,-0.333971079,-2.739855395,-5.316451613,-18.83689906
7183,01/09/2019,3.2,1.8,0.0,0.2,0.4,-39.29,-51.53,-311.19,22.0,20.05,20.65,-0.351205952,-2.621253571,-2.943056322,-18.59201722
7184,02/09/2019,1.6,1.2,3.2,4.6,5.2,-39.29,-51.53,-311.17,20.75,19.05,19.8,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7185,03/09/2019,5.6,2.4,6.2,13.4,1.6,-39.29,-51.53,-311.14,18.15,17.6,18.1,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7186,04/09/2019,0.0,0.0,0.0,0.0,0.2,-39.28,-51.53,-311.14,16.6,16.25,16.1,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7187,05/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-311.16,19.35,17.9,17.55,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7188,06/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-311.15,17.55,15.7,15.65,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7189,07/09/2019,0.0,1.2,0.4,1.2,0.8,-39.28,-51.53,-311.13,16.15,15.45,15.05,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7190,08/09/2019,0.4,0.8,5.4,2.6,0.6,-39.28,-51.53,-311.13,16.55,15.15,14.8,-0.351205952,-2.621253571,-2.943056322,-18.59201722
7191,09/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-311.12,15.9,13.5,14.75,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7192,10/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-311.09,15.35,13.35,13.8,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7193,11/09/2019,0.0,0.0,0.2,0.2,0.2,-39.28,-51.53,-311.05,17.8,16.4,16.6,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7194,12/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-310.99,18.1,16.6,17.0,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7195,13/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-310.97,19.25,17.65,17.9,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7196,14/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-310.98,19.55,17.2,18.4,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7197,15/09/2019,0.0,0.0,0.0,0.0,0.0,-39.28,-51.53,-310.99,20.15,17.55,17.85,-0.351205952,-2.621253571,-2.943056322,-18.59201722
7198,16/09/2019,0.0,0.0,0.0,0.0,0.0,-39.27,-51.53,-311.02,21.1,18.1,19.1,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7199,17/09/2019,0.0,0.0,0.0,0.0,0.0,-39.27,-51.53,-311.04,20.05,17.4,18.85,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7200,18/09/2019,0.0,0.0,0.2,0.0,0.0,-39.27,-51.53,-311.05,18.3,17.3,17.1,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7201,19/09/2019,0.0,0.0,0.0,0.0,0.0,-39.27,-51.53,-311.04,16.7,15.85,15.75,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7202,20/09/2019,4.8,2.4,2.8,1.6,1.8,-39.27,-51.53,-311.0,13.85,14.2,13.75,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7203,21/09/2019,0.0,0.0,0.2,0.2,0.0,-39.27,-51.53,-310.99,15.55,14.35,14.15,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7204,22/09/2019,10.8,15.6,13.8,13.8,6.4,-39.26,-51.53,-311.02,15.35,15.2,15.0,-0.351205952,-2.621253571,-2.943056322,-18.59201722
7205,23/09/2019,6.4,4.6,5.6,5.4,5.0,-39.26,-51.53,-311.05,16.95,15.4,16.7,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7206,24/09/2019,8.8,8.8,4.8,3.6,3.0,-39.26,-51.53,-311.04,15.3,14.75,14.95,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7207,25/09/2019,0.0,0.0,0.0,0.0,0.2,-39.26,-51.53,-311.04,17.6,16.65,15.5,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7208,26/09/2019,0.0,0.0,0.2,0.4,0.2,-39.26,-51.53,-311.01,15.85,15.8,15.3,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7209,27/09/2019,0.0,0.0,0.2,0.2,0.2,-39.26,-51.53,-310.97,17.4,16.85,16.95,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7210,28/09/2019,0.0,0.0,0.2,0.2,0.0,-39.26,-51.53,-310.96,17.5,15.05,16.25,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7211,29/09/2019,0.0,0.0,0.0,0.2,0.2,-39.25,-51.53,-310.97,17.3,15.55,15.6,-0.351205952,-2.621253571,-2.943056322,-18.59201722
7212,30/09/2019,0.0,0.0,0.2,0.4,0.2,-39.25,-51.53,-310.99,17.1,16.1,16.15,-0.369690476,-2.759214286,-3.097954023,-19.57054444
7213,01/10/2019,0.0,0.0,0.0,0.4,0.2,-39.25,-51.53,-311.0,16.9,18.0,15.7,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7214,02/10/2019,0.0,0.2,0.0,1.0,0.2,-39.25,-51.53,-311.05,14.35,13.4,13.5,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7215,03/10/2019,22.2,71.9,48.0,50.8,11.0,-39.24,-51.53,-311.04,11.0,10.4,9.45,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7216,04/10/2019,0.0,2.4,0.0,1.8,1.0,-39.24,-51.53,-310.99,11.55,10.2,10.65,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7217,05/10/2019,0.0,0.0,0.0,0.0,0.0,-39.24,-51.53,-311.0,13.85,13.4,12.85,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7218,06/10/2019,0.0,0.0,0.2,0.4,0.2,-39.24,-51.53,-310.98,14.75,12.4,13.5,-0.343561915,-2.504065557,-2.760842352,-18.06099272
7219,07/10/2019,0.2,0.0,0.0,0.0,0.2,-39.24,-51.53,-311.0,11.95,11.9,11.05,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7220,08/10/2019,0.0,0.0,0.0,0.0,0.2,-39.24,-51.53,-310.92,13.2,11.55,12.6,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7221,09/10/2019,0.0,0.0,0.0,0.0,0.0,-39.24,-51.53,-310.9,14.55,11.9,12.4,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7222,10/10/2019,0.0,0.4,0.2,0.6,0.2,-39.24,-51.53,-310.91,15.9,13.4,14.55,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7223,11/10/2019,0.0,0.0,0.2,0.2,0.2,-39.24,-51.53,-310.87,14.9,13.05,14.0,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7224,12/10/2019,0.0,0.0,0.2,0.4,0.2,-39.24,-51.53,-310.86,15.45,13.55,14.05,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7225,13/10/2019,0.0,0.0,0.0,0.2,0.0,-39.24,-51.53,-310.85,13.3,12.05,12.55,-0.343561915,-2.504065557,-2.760842352,-18.06099272
7226,14/10/2019,0.0,0.0,0.2,0.2,0.0,-39.23,-51.53,-310.87,15.75,14.45,14.6,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7227,15/10/2019,0.0,0.0,0.0,0.4,0.2,-39.23,-51.53,-310.92,15.7,13.5,14.2,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7228,16/10/2019,20.8,8.0,9.2,8.0,3.2,-39.23,-51.53,-310.91,11.95,10.9,10.8,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7229,17/10/2019,0.0,0.0,0.2,0.4,0.2,-39.23,-51.53,-310.89,12.95,11.5,11.65,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7230,18/10/2019,0.0,0.0,0.0,0.4,0.0,-39.23,-51.53,-310.9,12.0,10.05,11.15,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7231,19/10/2019,0.0,0.0,0.0,0.2,0.2,-39.23,-51.53,-310.9,14.35,14.25,12.6,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7232,20/10/2019,0.0,0.0,0.0,0.2,0.0,-39.23,-51.53,-310.88,13.85,14.1,13.65,-0.343561915,-2.504065557,-2.760842352,-18.06099272
7233,21/10/2019,0.0,0.0,0.0,0.0,0.2,-39.23,-51.53,-310.86,17.95,16.6,16.15,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7234,22/10/2019,0.0,0.0,0.0,0.2,0.0,-39.22,-51.53,-310.86,17.9,15.8,17.0,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7235,23/10/2019,0.0,0.0,0.0,0.0,0.0,-39.22,-51.53,-310.89,17.75,15.45,15.75,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7236,24/10/2019,0.0,0.0,0.0,0.0,0.0,-39.22,-51.53,-310.92,13.65,13.75,13.2,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7237,25/10/2019,23.0,30.7,24.4,30.8,10.2,-39.21,-51.53,-310.91,13.65,14.2,13.85,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7238,26/10/2019,0.0,0.0,0.2,0.4,0.2,-39.22,-51.53,-310.86,16.5,14.9,15.95,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7239,27/10/2019,0.0,0.0,0.2,0.0,0.0,-39.22,-51.53,-310.87,15.2,14.05,14.45,-0.343561915,-2.504065557,-2.760842352,-18.06099272
7240,28/10/2019,0.0,0.0,0.2,0.0,0.0,-39.21,-51.53,-310.9,14.3,12.9,13.2,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7241,29/10/2019,0.0,0.0,0.0,0.2,0.0,-39.21,-51.53,-310.91,13.1,12.4,12.45,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7242,30/10/2019,0.0,0.0,0.2,0.4,0.4,-39.21,-51.53,-310.89,12.4,11.75,11.55,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7243,31/10/2019,0.2,0.0,0.0,0.0,0.2,-39.21,-51.53,-310.9,12.4,11.65,11.8,-0.361644121,-2.635858481,-2.906149844,-19.01157128
7244,01/11/2019,6.4,12.1,5.8,13.0,4.6,-39.21,-51.53,-310.93,11.55,11.45,11.45,-0.365,-2.713487179,-2.78642029,-19.81524444
7245,02/11/2019,0.4,4.8,2.8,5.6,5.4,-39.2,-51.53,-310.97,11.5,11.1,11.2,-0.365,-2.713487179,-2.78642029,-19.81524444
7246,03/11/2019,15.0,25.1,27.0,26.0,13.6,-39.19,-51.53,-311.05,12.1,12.25,12.1,-0.34675,-2.577812821,-2.647099275,-18.82448222
7247,04/11/2019,21.6,38.7,30.6,36.8,25.4,-39.19,-51.53,-311.01,11.7,11.95,11.4,-0.365,-2.713487179,-2.78642029,-19.81524444
7248,05/11/2019,0.4,9.2,2.2,8.0,5.4,-39.19,-51.53,-311.0,11.35,11.1,11.1,-0.365,-2.713487179,-2.78642029,-19.81524444
7249,06/11/2019,21.2,24.6,15.8,26.6,12.2,-39.18,-51.53,-310.98,7.85,7.75,6.85,-0.365,-2.713487179,-2.78642029,-19.81524444
7250,07/11/2019,2.8,12.0,4.8,15.2,2.8,-39.18,-51.53,-310.95,8.1,7.85,8.0,-0.365,-2.713487179,-2.78642029,-19.81524444
7251,08/11/2019,10.4,21.1,18.6,22.2,7.2,-39.17,-51.53,-310.97,8.45,8.25,8.2,-0.365,-2.713487179,-2.78642029,-19.81524444
7252,09/11/2019,8.0,7.0,11.0,6.8,6.8,-39.17,-51.53,-310.93,6.75,5.5,5.6,-0.365,-2.713487179,-2.78642029,-19.81524444
7253,10/11/2019,0.6,0.2,1.0,0.6,0.8,-39.17,-51.53,-310.92,7.35,5.15,7.1,-0.34675,-2.577812821,-2.647099275,-18.82448222
7254,11/11/2019,9.6,14.8,10.4,15.8,6.2,-39.16,-51.53,-310.89,7.7,8.2,7.15,-0.365,-2.713487179,-2.78642029,-19.81524444
7255,12/11/2019,3.8,2.6,3.2,3.8,2.0,-39.16,-51.53,-310.98,8.6,8.8,8.65,-0.365,-2.713487179,-2.78642029,-19.81524444
7256,13/11/2019,12.2,17.6,13.4,19.4,6.4,-39.16,-52.53,-310.96,8.2,7.0,7.7,-0.365,-2.713487179,-2.78642029,-19.81524444
7257,14/11/2019,0.0,0.0,0.0,0.2,0.0,-39.16,-52.53,-310.88,7.75,6.3,6.55,-0.365,-2.713487179,-2.78642029,-19.81524444
7258,15/11/2019,12.2,19.6,16.2,19.2,3.4,-39.15,-52.52,-310.89,7.9,8.15,8.05,-0.365,-2.713487179,-2.78642029,-19.81524444
7259,16/11/2019,70.6,75.0,85.6,72.2,13.4,-39.12,-52.5,-310.83,7.35,8.0,7.0,-0.365,-2.713487179,-2.78642029,-19.81524444
7260,17/11/2019,114.8,111.2,113.4,117.6,26.0,-39.06,-52.46,-310.87,6.45,6.5,6.1,-0.34675,-2.577812821,-2.647099275,-18.82448222
7261,18/11/2019,4.6,2.0,3.6,2.8,1.8,-39.02,-52.44,-310.78,6.45,6.55,6.2,-0.365,-2.713487179,-2.78642029,-19.81524444
7262,19/11/2019,47.8,56.9,38.6,61.6,16.8,-39.02,-52.44,-310.74,6.85,7.55,6.85,-0.365,-2.713487179,-2.78642029,-19.81524444
7263,20/11/2019,24.8,18.2,19.8,22.2,8.4,-39.01,-52.43,-310.71,9.15,8.35,8.2,-0.365,-2.713487179,-2.78642029,-19.81524444
7264,21/11/2019,1.0,2.0,5.8,2.8,2.2,-39.02,-52.44,-310.68,6.75,6.8,6.1,-0.365,-2.713487179,-2.78642029,-19.81524444
7265,22/11/2019,0.0,0.2,0.0,0.6,0.6,-39.03,-52.44,-310.65,8.05,6.95,7.35,-0.365,-2.713487179,-2.78642029,-19.81524444
7266,23/11/2019,1.2,2.8,3.0,3.4,1.6,-39.04,-52.45,-310.66,8.95,9.45,8.75,-0.365,-2.713487179,-2.78642029,-19.81524444
7267,24/11/2019,39.2,37.6,35.4,45.2,16.6,-39.03,-52.45,-310.66,8.3,9.15,8.4,-0.34675,-2.577812821,-2.647099275,-18.82448222
7268,25/11/2019,1.2,3.2,0.8,4.0,5.4,-39.04,-52.45,-310.61,10.15,9.25,8.9,-0.365,-2.713487179,-2.78642029,-19.81524444
7269,26/11/2019,0.0,0.2,0.0,0.4,0.2,-39.04,-52.45,-310.53,10.75,8.9,9.3,-0.365,-2.713487179,-2.78642029,-19.81524444
